lane,strategy,contract,arm,track,caseId,obligation,partitionContext,semanticInputKey,inputAccepted,businessObserved,effect,authority,verdict,failure,auditPath,limit
complementary,source-guided,E1-2,zero-shot,reporting,ESSENTIAL12x7-V2-E1-2-date-boundaries-in-out-v1,TRANREPT-OBL-006,"[""after"", ""before"", ""end"", ""start"", ""selected_nonempty"", ""eof_not_selected""]",f98032e2a7763c90f98b74b0fdf19675f165fb622785a36492187b39dffce478,accepted_to_invocation,True,report_details_all_fields,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-2-date-boundaries-in-out-v1/replay/applications/0001-59579f8dbd6745ef/zero-shot-runs/p2b-runs/reporting-dk26ptwu/audit.json,"[""financial totals checked only where source emits totals; no invented final account subtotal"", ""no JCL sort execution claimed; actual input order retained""]"
complementary,source-guided,E1-2,zero-shot,reporting,ESSENTIAL12x7-V2-E1-2-date-boundaries-in-out-v1,TRANREPT-OBL-004,"[""after"", ""before"", ""end"", ""start"", ""selected_nonempty"", ""eof_not_selected""]",f98032e2a7763c90f98b74b0fdf19675f165fb622785a36492187b39dffce478,accepted_to_invocation,True,report_all_subtotals_grand_financial,sum_of_selected_input_details_no_stale_EOF_addition,not_exercised,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-2-date-boundaries-in-out-v1/replay/applications/0001-59579f8dbd6745ef/zero-shot-runs/p2b-runs/reporting-dk26ptwu/audit.json,"[""financial totals checked only where source emits totals; no invented final account subtotal"", ""no JCL sort execution claimed; actual input order retained""]"
complementary,source-guided,E1-2,zero-shot,reporting,ESSENTIAL12x7-V2-E1-2-date-boundaries-in-out-v1,TRANREPT-OBL-007,"[""after"", ""before"", ""end"", ""start"", ""selected_nonempty"", ""eof_not_selected""]",f98032e2a7763c90f98b74b0fdf19675f165fb622785a36492187b39dffce478,accepted_to_invocation,True,report_all_subtotals_grand_financial,sum_of_selected_input_details_no_stale_EOF_addition,not_exercised,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-2-date-boundaries-in-out-v1/replay/applications/0001-59579f8dbd6745ef/zero-shot-runs/p2b-runs/reporting-dk26ptwu/audit.json,"[""financial totals checked only where source emits totals; no invented final account subtotal"", ""no JCL sort execution claimed; actual input order retained""]"
complementary,source-guided,E1-2,zero-shot,reporting,ESSENTIAL12x7-V2-E1-2-empty-in-range-v1,TRANREPT-OBL-002,"[""before"", ""selected_empty"", ""eof_not_selected""]",b9f83b88eb07e91887589366f505f4cadd8200deeb59e0ac5638dee60f6b5c68,accepted_to_invocation,True,report_full_event_sequence_legacy,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-2-empty-in-range-v1/replay/applications/0001-c42d8bfdd0bbfb96/zero-shot-runs/p2b-runs/reporting-cpr1_g9s/audit.json,"[""financial totals checked only where source emits totals; no invented final account subtotal"", ""no JCL sort execution claimed; actual input order retained""]"
complementary,source-guided,E1-2,zero-shot,reporting,ESSENTIAL12x7-V2-E1-2-empty-in-range-v1,TRANREPT-OBL-003,"[""before"", ""selected_empty"", ""eof_not_selected""]",b9f83b88eb07e91887589366f505f4cadd8200deeb59e0ac5638dee60f6b5c68,accepted_to_invocation,True,report_full_event_sequence_legacy,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-2-empty-in-range-v1/replay/applications/0001-c42d8bfdd0bbfb96/zero-shot-runs/p2b-runs/reporting-cpr1_g9s/audit.json,"[""financial totals checked only where source emits totals; no invented final account subtotal"", ""no JCL sort execution claimed; actual input order retained""]"
complementary,source-guided,E1-2,zero-shot,reporting,ESSENTIAL12x7-V2-E1-2-empty-in-range-v1,TRANREPT-OBL-004,"[""before"", ""selected_empty"", ""eof_not_selected""]",b9f83b88eb07e91887589366f505f4cadd8200deeb59e0ac5638dee60f6b5c68,accepted_to_invocation,True,report_full_event_sequence_legacy,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-2-empty-in-range-v1/replay/applications/0001-c42d8bfdd0bbfb96/zero-shot-runs/p2b-runs/reporting-cpr1_g9s/audit.json,"[""financial totals checked only where source emits totals; no invented final account subtotal"", ""no JCL sort execution claimed; actual input order retained""]"
complementary,source-guided,E1-2,zero-shot,reporting,ESSENTIAL12x7-V2-E1-2-empty-in-range-v1,TRANREPT-OBL-005,"[""before"", ""selected_empty"", ""eof_not_selected""]",b9f83b88eb07e91887589366f505f4cadd8200deeb59e0ac5638dee60f6b5c68,accepted_to_invocation,True,report_full_event_sequence_legacy,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-2-empty-in-range-v1/replay/applications/0001-c42d8bfdd0bbfb96/zero-shot-runs/p2b-runs/reporting-cpr1_g9s/audit.json,"[""financial totals checked only where source emits totals; no invented final account subtotal"", ""no JCL sort execution claimed; actual input order retained""]"
complementary,source-guided,E1-2,zero-shot,reporting,ESSENTIAL12x7-V2-E1-2-empty-in-range-v1,TRANREPT-OBL-006,"[""before"", ""selected_empty"", ""eof_not_selected""]",b9f83b88eb07e91887589366f505f4cadd8200deeb59e0ac5638dee60f6b5c68,accepted_to_invocation,True,report_full_event_sequence_legacy,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-2-empty-in-range-v1/replay/applications/0001-c42d8bfdd0bbfb96/zero-shot-runs/p2b-runs/reporting-cpr1_g9s/audit.json,"[""financial totals checked only where source emits totals; no invented final account subtotal"", ""no JCL sort execution claimed; actual input order retained""]"
complementary,source-guided,E1-2,zero-shot,reporting,ESSENTIAL12x7-V2-E1-2-empty-in-range-v1,TRANREPT-OBL-007,"[""before"", ""selected_empty"", ""eof_not_selected""]",b9f83b88eb07e91887589366f505f4cadd8200deeb59e0ac5638dee60f6b5c68,accepted_to_invocation,True,report_full_event_sequence_legacy,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-2-empty-in-range-v1/replay/applications/0001-c42d8bfdd0bbfb96/zero-shot-runs/p2b-runs/reporting-cpr1_g9s/audit.json,"[""financial totals checked only where source emits totals; no invented final account subtotal"", ""no JCL sort execution claimed; actual input order retained""]"
complementary,source-guided,E1-2,zero-shot,reporting,ESSENTIAL12x7-V2-E1-2-empty-in-range-v1,TRANREPT-OBL-002,"[""before"", ""selected_empty"", ""eof_not_selected""]",b9f83b88eb07e91887589366f505f4cadd8200deeb59e0ac5638dee60f6b5c68,accepted_to_invocation,True,report_details_all_fields,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-2-empty-in-range-v1/replay/applications/0001-c42d8bfdd0bbfb96/zero-shot-runs/p2b-runs/reporting-cpr1_g9s/audit.json,"[""financial totals checked only where source emits totals; no invented final account subtotal"", ""no JCL sort execution claimed; actual input order retained""]"
complementary,source-guided,E1-2,zero-shot,reporting,ESSENTIAL12x7-V2-E1-2-empty-in-range-v1,TRANREPT-OBL-004,"[""before"", ""selected_empty"", ""eof_not_selected""]",b9f83b88eb07e91887589366f505f4cadd8200deeb59e0ac5638dee60f6b5c68,accepted_to_invocation,True,report_details_all_fields,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-2-empty-in-range-v1/replay/applications/0001-c42d8bfdd0bbfb96/zero-shot-runs/p2b-runs/reporting-cpr1_g9s/audit.json,"[""financial totals checked only where source emits totals; no invented final account subtotal"", ""no JCL sort execution claimed; actual input order retained""]"
complementary,source-guided,E1-2,zero-shot,reporting,ESSENTIAL12x7-V2-E1-2-empty-in-range-v1,TRANREPT-OBL-006,"[""before"", ""selected_empty"", ""eof_not_selected""]",b9f83b88eb07e91887589366f505f4cadd8200deeb59e0ac5638dee60f6b5c68,accepted_to_invocation,True,report_details_all_fields,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-2-empty-in-range-v1/replay/applications/0001-c42d8bfdd0bbfb96/zero-shot-runs/p2b-runs/reporting-cpr1_g9s/audit.json,"[""financial totals checked only where source emits totals; no invented final account subtotal"", ""no JCL sort execution claimed; actual input order retained""]"
complementary,source-guided,E1-2,zero-shot,reporting,ESSENTIAL12x7-V2-E1-2-empty-in-range-v1,TRANREPT-OBL-004,"[""before"", ""selected_empty"", ""eof_not_selected""]",b9f83b88eb07e91887589366f505f4cadd8200deeb59e0ac5638dee60f6b5c68,accepted_to_invocation,True,report_all_subtotals_grand_financial,sum_of_selected_input_details_no_stale_EOF_addition,not_exercised,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-2-empty-in-range-v1/replay/applications/0001-c42d8bfdd0bbfb96/zero-shot-runs/p2b-runs/reporting-cpr1_g9s/audit.json,"[""financial totals checked only where source emits totals; no invented final account subtotal"", ""no JCL sort execution claimed; actual input order retained""]"
complementary,source-guided,E1-2,zero-shot,reporting,ESSENTIAL12x7-V2-E1-2-empty-in-range-v1,TRANREPT-OBL-007,"[""before"", ""selected_empty"", ""eof_not_selected""]",b9f83b88eb07e91887589366f505f4cadd8200deeb59e0ac5638dee60f6b5c68,accepted_to_invocation,True,report_all_subtotals_grand_financial,sum_of_selected_input_details_no_stale_EOF_addition,not_exercised,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-2-empty-in-range-v1/replay/applications/0001-c42d8bfdd0bbfb96/zero-shot-runs/p2b-runs/reporting-cpr1_g9s/audit.json,"[""financial totals checked only where source emits totals; no invented final account subtotal"", ""no JCL sort execution claimed; actual input order retained""]"
complementary,source-guided,E1-2,zero-shot,reporting,ESSENTIAL12x7-V2-E1-2-card-break-two-groups-v1,TRANREPT-OBL-002,"[""inside"", ""selected_nonempty"", ""eof_selected"", ""card_break""]",e56d18e0a8e25222147c869204157da419b1163da90a6fd67c2d9044c6af298e,accepted_to_invocation,True,report_full_event_sequence_legacy,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-2-card-break-two-groups-v1/replay/applications/0001-ea6c524e43bd9b0d/zero-shot-runs/p2b-runs/reporting-3lc14frk/audit.json,"[""financial totals checked only where source emits totals; no invented final account subtotal"", ""no JCL sort execution claimed; actual input order retained""]"
complementary,source-guided,E1-2,zero-shot,reporting,ESSENTIAL12x7-V2-E1-2-card-break-two-groups-v1,TRANREPT-OBL-003,"[""inside"", ""selected_nonempty"", ""eof_selected"", ""card_break""]",e56d18e0a8e25222147c869204157da419b1163da90a6fd67c2d9044c6af298e,accepted_to_invocation,True,report_full_event_sequence_legacy,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-2-card-break-two-groups-v1/replay/applications/0001-ea6c524e43bd9b0d/zero-shot-runs/p2b-runs/reporting-3lc14frk/audit.json,"[""financial totals checked only where source emits totals; no invented final account subtotal"", ""no JCL sort execution claimed; actual input order retained""]"
complementary,source-guided,E1-2,zero-shot,reporting,ESSENTIAL12x7-V2-E1-2-card-break-two-groups-v1,TRANREPT-OBL-004,"[""inside"", ""selected_nonempty"", ""eof_selected"", ""card_break""]",e56d18e0a8e25222147c869204157da419b1163da90a6fd67c2d9044c6af298e,accepted_to_invocation,True,report_full_event_sequence_legacy,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-2-card-break-two-groups-v1/replay/applications/0001-ea6c524e43bd9b0d/zero-shot-runs/p2b-runs/reporting-3lc14frk/audit.json,"[""financial totals checked only where source emits totals; no invented final account subtotal"", ""no JCL sort execution claimed; actual input order retained""]"
complementary,source-guided,E1-2,zero-shot,reporting,ESSENTIAL12x7-V2-E1-2-card-break-two-groups-v1,TRANREPT-OBL-005,"[""inside"", ""selected_nonempty"", ""eof_selected"", ""card_break""]",e56d18e0a8e25222147c869204157da419b1163da90a6fd67c2d9044c6af298e,accepted_to_invocation,True,report_full_event_sequence_legacy,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-2-card-break-two-groups-v1/replay/applications/0001-ea6c524e43bd9b0d/zero-shot-runs/p2b-runs/reporting-3lc14frk/audit.json,"[""financial totals checked only where source emits totals; no invented final account subtotal"", ""no JCL sort execution claimed; actual input order retained""]"
complementary,source-guided,E1-2,zero-shot,reporting,ESSENTIAL12x7-V2-E1-2-card-break-two-groups-v1,TRANREPT-OBL-006,"[""inside"", ""selected_nonempty"", ""eof_selected"", ""card_break""]",e56d18e0a8e25222147c869204157da419b1163da90a6fd67c2d9044c6af298e,accepted_to_invocation,True,report_full_event_sequence_legacy,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-2-card-break-two-groups-v1/replay/applications/0001-ea6c524e43bd9b0d/zero-shot-runs/p2b-runs/reporting-3lc14frk/audit.json,"[""financial totals checked only where source emits totals; no invented final account subtotal"", ""no JCL sort execution claimed; actual input order retained""]"
complementary,source-guided,E1-2,zero-shot,reporting,ESSENTIAL12x7-V2-E1-2-card-break-two-groups-v1,TRANREPT-OBL-007,"[""inside"", ""selected_nonempty"", ""eof_selected"", ""card_break""]",e56d18e0a8e25222147c869204157da419b1163da90a6fd67c2d9044c6af298e,accepted_to_invocation,True,report_full_event_sequence_legacy,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-2-card-break-two-groups-v1/replay/applications/0001-ea6c524e43bd9b0d/zero-shot-runs/p2b-runs/reporting-3lc14frk/audit.json,"[""financial totals checked only where source emits totals; no invented final account subtotal"", ""no JCL sort execution claimed; actual input order retained""]"
complementary,source-guided,E1-2,zero-shot,reporting,ESSENTIAL12x7-V2-E1-2-card-break-two-groups-v1,TRANREPT-OBL-002,"[""inside"", ""selected_nonempty"", ""eof_selected"", ""card_break""]",e56d18e0a8e25222147c869204157da419b1163da90a6fd67c2d9044c6af298e,accepted_to_invocation,True,report_details_all_fields,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-2-card-break-two-groups-v1/replay/applications/0001-ea6c524e43bd9b0d/zero-shot-runs/p2b-runs/reporting-3lc14frk/audit.json,"[""financial totals checked only where source emits totals; no invented final account subtotal"", ""no JCL sort execution claimed; actual input order retained""]"
complementary,source-guided,E1-2,zero-shot,reporting,ESSENTIAL12x7-V2-E1-2-card-break-two-groups-v1,TRANREPT-OBL-004,"[""inside"", ""selected_nonempty"", ""eof_selected"", ""card_break""]",e56d18e0a8e25222147c869204157da419b1163da90a6fd67c2d9044c6af298e,accepted_to_invocation,True,report_details_all_fields,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-2-card-break-two-groups-v1/replay/applications/0001-ea6c524e43bd9b0d/zero-shot-runs/p2b-runs/reporting-3lc14frk/audit.json,"[""financial totals checked only where source emits totals; no invented final account subtotal"", ""no JCL sort execution claimed; actual input order retained""]"
complementary,source-guided,E1-2,zero-shot,reporting,ESSENTIAL12x7-V2-E1-2-card-break-two-groups-v1,TRANREPT-OBL-006,"[""inside"", ""selected_nonempty"", ""eof_selected"", ""card_break""]",e56d18e0a8e25222147c869204157da419b1163da90a6fd67c2d9044c6af298e,accepted_to_invocation,True,report_details_all_fields,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-2-card-break-two-groups-v1/replay/applications/0001-ea6c524e43bd9b0d/zero-shot-runs/p2b-runs/reporting-3lc14frk/audit.json,"[""financial totals checked only where source emits totals; no invented final account subtotal"", ""no JCL sort execution claimed; actual input order retained""]"
complementary,source-guided,E1-2,zero-shot,reporting,ESSENTIAL12x7-V2-E1-2-card-break-two-groups-v1,TRANREPT-OBL-004,"[""inside"", ""selected_nonempty"", ""eof_selected"", ""card_break""]",e56d18e0a8e25222147c869204157da419b1163da90a6fd67c2d9044c6af298e,accepted_to_invocation,True,report_all_subtotals_grand_financial,sum_of_selected_input_details_no_stale_EOF_addition,failed,"[{""expected"": [""page_total"", 1110], ""index"": 1, ""observed"": [""page_total"", 1554]}, {""expected"": [""grand_total"", 1110], ""index"": 2, ""observed"": [""grand_total"", 1554]}]",<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-2-card-break-two-groups-v1/replay/applications/0001-ea6c524e43bd9b0d/zero-shot-runs/p2b-runs/reporting-3lc14frk/audit.json,"[""financial totals checked only where source emits totals; no invented final account subtotal"", ""no JCL sort execution claimed; actual input order retained""]"
complementary,source-guided,E1-2,zero-shot,reporting,ESSENTIAL12x7-V2-E1-2-card-break-two-groups-v1,TRANREPT-OBL-007,"[""inside"", ""selected_nonempty"", ""eof_selected"", ""card_break""]",e56d18e0a8e25222147c869204157da419b1163da90a6fd67c2d9044c6af298e,accepted_to_invocation,True,report_all_subtotals_grand_financial,sum_of_selected_input_details_no_stale_EOF_addition,failed,"[{""expected"": [""page_total"", 1110], ""index"": 1, ""observed"": [""page_total"", 1554]}, {""expected"": [""grand_total"", 1110], ""index"": 2, ""observed"": [""grand_total"", 1554]}]",<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-2-card-break-two-groups-v1/replay/applications/0001-ea6c524e43bd9b0d/zero-shot-runs/p2b-runs/reporting-3lc14frk/audit.json,"[""financial totals checked only where source emits totals; no invented final account subtotal"", ""no JCL sort execution claimed; actual input order retained""]"
complementary,source-guided,E1-2,zero-shot,reporting,ESSENTIAL12x7-V2-E1-2-pagination-threshold-20-v1,TRANREPT-OBL-002,"[""inside"", ""start"", ""selected_nonempty"", ""eof_selected"", ""pagination""]",5a5be77da083f15d9a9ccad33f5b2b0d30ae0092ed299d7cf6d1432fe742f2b0,accepted_to_invocation,True,report_full_event_sequence_legacy,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-2-pagination-threshold-20-v1/replay/applications/0001-6cd97cdf06d897ca/zero-shot-runs/p2b-runs/reporting-9m1fa1__/audit.json,"[""financial totals checked only where source emits totals; no invented final account subtotal"", ""no JCL sort execution claimed; actual input order retained""]"
complementary,source-guided,E1-2,zero-shot,reporting,ESSENTIAL12x7-V2-E1-2-pagination-threshold-20-v1,TRANREPT-OBL-003,"[""inside"", ""start"", ""selected_nonempty"", ""eof_selected"", ""pagination""]",5a5be77da083f15d9a9ccad33f5b2b0d30ae0092ed299d7cf6d1432fe742f2b0,accepted_to_invocation,True,report_full_event_sequence_legacy,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-2-pagination-threshold-20-v1/replay/applications/0001-6cd97cdf06d897ca/zero-shot-runs/p2b-runs/reporting-9m1fa1__/audit.json,"[""financial totals checked only where source emits totals; no invented final account subtotal"", ""no JCL sort execution claimed; actual input order retained""]"
complementary,source-guided,E1-2,zero-shot,reporting,ESSENTIAL12x7-V2-E1-2-pagination-threshold-20-v1,TRANREPT-OBL-004,"[""inside"", ""start"", ""selected_nonempty"", ""eof_selected"", ""pagination""]",5a5be77da083f15d9a9ccad33f5b2b0d30ae0092ed299d7cf6d1432fe742f2b0,accepted_to_invocation,True,report_full_event_sequence_legacy,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-2-pagination-threshold-20-v1/replay/applications/0001-6cd97cdf06d897ca/zero-shot-runs/p2b-runs/reporting-9m1fa1__/audit.json,"[""financial totals checked only where source emits totals; no invented final account subtotal"", ""no JCL sort execution claimed; actual input order retained""]"
complementary,source-guided,E1-2,zero-shot,reporting,ESSENTIAL12x7-V2-E1-2-pagination-threshold-20-v1,TRANREPT-OBL-005,"[""inside"", ""start"", ""selected_nonempty"", ""eof_selected"", ""pagination""]",5a5be77da083f15d9a9ccad33f5b2b0d30ae0092ed299d7cf6d1432fe742f2b0,accepted_to_invocation,True,report_full_event_sequence_legacy,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-2-pagination-threshold-20-v1/replay/applications/0001-6cd97cdf06d897ca/zero-shot-runs/p2b-runs/reporting-9m1fa1__/audit.json,"[""financial totals checked only where source emits totals; no invented final account subtotal"", ""no JCL sort execution claimed; actual input order retained""]"
complementary,source-guided,E1-2,zero-shot,reporting,ESSENTIAL12x7-V2-E1-2-pagination-threshold-20-v1,TRANREPT-OBL-006,"[""inside"", ""start"", ""selected_nonempty"", ""eof_selected"", ""pagination""]",5a5be77da083f15d9a9ccad33f5b2b0d30ae0092ed299d7cf6d1432fe742f2b0,accepted_to_invocation,True,report_full_event_sequence_legacy,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-2-pagination-threshold-20-v1/replay/applications/0001-6cd97cdf06d897ca/zero-shot-runs/p2b-runs/reporting-9m1fa1__/audit.json,"[""financial totals checked only where source emits totals; no invented final account subtotal"", ""no JCL sort execution claimed; actual input order retained""]"
complementary,source-guided,E1-2,zero-shot,reporting,ESSENTIAL12x7-V2-E1-2-pagination-threshold-20-v1,TRANREPT-OBL-007,"[""inside"", ""start"", ""selected_nonempty"", ""eof_selected"", ""pagination""]",5a5be77da083f15d9a9ccad33f5b2b0d30ae0092ed299d7cf6d1432fe742f2b0,accepted_to_invocation,True,report_full_event_sequence_legacy,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-2-pagination-threshold-20-v1/replay/applications/0001-6cd97cdf06d897ca/zero-shot-runs/p2b-runs/reporting-9m1fa1__/audit.json,"[""financial totals checked only where source emits totals; no invented final account subtotal"", ""no JCL sort execution claimed; actual input order retained""]"
complementary,source-guided,E1-2,zero-shot,reporting,ESSENTIAL12x7-V2-E1-2-pagination-threshold-20-v1,TRANREPT-OBL-002,"[""inside"", ""start"", ""selected_nonempty"", ""eof_selected"", ""pagination""]",5a5be77da083f15d9a9ccad33f5b2b0d30ae0092ed299d7cf6d1432fe742f2b0,accepted_to_invocation,True,report_details_all_fields,source-derived,pass,[],<REDACTED_LOCAL_PATH>/casos/aws-carddemo-cycle-v1/P3/complementary-matrix-v2/parent-full84-v1/campaign/P3-COMPLEMENTARY-MATRIX-V2-ESSENTIAL12x7/cases/ESSENTIAL12x7-V2-E1-2-pagination-threshold-20-v1/replay/applications/0001-6cd97cdf06d897ca/zero-shot-runs/p2b-runs/reporting-9m1fa1__/audit.json,"[""financial totals checked only where source emits totals; no invented final account subtotal"", ""no JCL sort execution claimed; actual input order retained""]"
